Geneid	RNA_1196Y_1	RNA_1196Y_2	RNA_1199Y_1	RNA_1199Y_2	1196Y_1	1196Y_2	1199Y_1	1199Y_2
Os01g0168450	0	0	0	0	0	0	0	0
Os01g0168500	287	379	256	291	58	143	146	61
Os01g0168600	101	124	83	128	106	72	55	21
ENSRNA049450913	0	0	0	0	0	0	0	0
Os01g0168800	3	6	2	2	0	0	0	0
Os01g0168850	0	0	0	0	0	0	0	0
Os01g0169000	0	0	0	0	0	0	0	0
Os01g0169400	0	1	0	0	0	0	0	1
Os01g0169500	1357	1650	1083	1273	307	522	569	593
Os01g0169800	78	148	92	51	21	32	246	168
Os01g0169900	671	860	497	532	501	515	810	779
Os01g0170000	10	13	2	6	0	0	0	0
Os01g0170051	68	132	40	39	103	119	71	103
Os01g0170100	112	131	84	111	23	52	75	23
Os01g0170300	0	0	4	1	0	0	27	0
Os01g0170500	6	4	3	6	0	0	4	2
Os01g0170600	1116	2301	1960	1232	619	251	2271	1368
Os01g0170700	64	62	46	38	0	0	18	0
Os01g0170800	46	93	55	42	9	20	20	12
Os01g0170900	0	1	3	1	0	0	0	0
Os01g0171000	253	167	191	332	47	124	98	47
Os01g0171100	0	0	0	11	75	59	28	59
Os01g0171200	24	17	6	1	0	0	0	0
Os01g0171800	205	219	138	142	46	41	81	0
Os01g0172000	319	311	142	195	49	123	133	92
Os01g0172100	473	519	524	344	44	101	20	15
Os01g0172200	221	230	136	247	90	16	34	117
Os01g0172300	176	191	171	186	7	22	64	53
Os01g0172400	5022	5145	3783	4156	3064	3331	4456	3503
Os01g0172600	59	40	49	55	39	16	38	4
Os01g0172701	0	0	0	0	0	0	0	0
Os01g0172800	207	161	154	242	45	37	0	41
Os01g0172900	8	33	8	6	0	0	0	0
Os01g0173000	891	1273	505	308	182	105	166	144
Os01g0173100	353	389	322	333	123	197	118	39
Os01g0173600	0	0	0	0	0	0	0	0
Os01g0173900	1119	2106	1002	808	457	341	662	599
Os01g0174000	83	74	44	19	72	68	41	0
Os01g0174100	36	32	48	52	29	0	29	15
Os01g0174200	0	0	1	1	0	0	0	0
Os01g0174300	180	265	98	99	214	389	81	137
Os01g0174400	0	0	0	0	0	2	0	0
Os01g0174500	6	0	0	0	0	0	0	0
Os01g0174600	0	0	0	0	2	0	0	14
Os01g0174700	258	280	104	112	27	33	0	13
Os01g0174900	117	130	87	71	19	33	21	1
Os01g0175000	493	577	399	405	319	357	411	521
Os01g0175100	505	478	142	744	52	54	134	59
Os01g0175400	215	215	98	96	12	0	0	0
Os01g0175500	30	26	21	29	0	0	15	11
Os01g0175600	0	2	5	0	0	25	0	0
Os01g0175633	0	0	0	0	0	0	0	0
Os01g0175700	3	2	0	0	0	0	0	0
Os01g0175733	0	0	0	0	0	0	0	0
Os01g0175850	11	7	10	4	0	0	0	0
Os01g0176000	13	21	12	4	0	0	0	1
Os01g0176050	0	0	0	0	0	0	0	0
Os01g0176100	7	8	2	6	0	2	0	0
Os01g0176150	0	0	0	0	0	0	0	0
Os01g0176200	30	70	16	12	5	12	0	0
Os01g0176300	116	208	80	47	0	10	0	0
Os01g0176400	0	2	0	1	0	0	0	0
Os01g0176500	5	0	1	2	2	0	0	17
Os01g0176700	31	47	25	31	7	0	10	0
Os01g0176751	0	0	0	0	0	0	0	0
Os01g0176800	0	0	0	0	0	0	0	0
Os01g0176900	0	0	0	0	0	0	0	36
Os01g0177100	14	11	11	0	9	0	0	30
Os01g0177200	835	1014	656	792	496	441	730	362
Os01g0177400	11	22	7	8	0	0	0	0
Os01g0177500	0	0	0	0	0	0	0	0
Os01g0177900	26	51	36	32	0	1	5	39
Os01g0178000	1431	1557	2855	2548	813	824	2594	1781
Os01g0178100	211	177	397	368	14	17	126	66
Os01g0178200	144	88	64	70	92	41	50	76
Os01g0178300	173	131	127	104	8	0	6	1
Os01g0178400	19	22	32	26	0	0	8	0
Os01g0178500	59	55	73	94	2	0	37	2
Os01g0178600	1	0	0	0	0	0	0	0
Os01g0178700	55	73	76	80	0	29	48	55
Os01g0178850	0	0	0	0	1	2	0	0
Os01g0178900	48	77	29	52	160	28	63	86
Os01g0179000	0	1	0	12	0	2	6	0
Os01g0179200	313	315	204	222	172	277	177	206
Os01g0179300	597	843	687	752	143	83	127	45
Os01g0179400	1427	1522	1237	1175	373	666	613	514
Os01g0179500	709	800	495	640	517	463	506	796
Os01g0179600	625	1203	184	32	73	88	35	0
Os01g0179700	264	335	208	191	88	32	32	37
Os01g0179800	262	418	375	187	12	37	151	184
Os01g0179901	1	0	3	1	7	16	12	10
Os01g0180000	0	4	0	0	0	0	0	0
Os01g0180050	0	0	0	0	0	0	0	0
Os01g0180300	3195	2681	2602	3954	1568	1816	1800	868
Os01g0180400	24	11	15	20	0	0	2	0
Os01g0180600	253	167	138	148	22	16	16	51
Os01g0180700	68	91	85	64	28	34	35	0
Os01g0180800	269	310	163	135	0	0	21	0
Os01g0180850	0	0	0	0	0	0	0	0
Os01g0180900	0	0	0	0	0	0	0	0
Os01g0181000	263	404	217	227	180	231	185	242
Os01g0181033	0	0	0	0	0	0	0	0
Os01g0181166	19	15	9	8	0	0	0	0
Os01g0181300	72	128	107	67	0	0	10	0
Os01g0182100	7	21	13	11	0	0	10	24
Os01g0182200	1011	1139	941	796	70	158	159	65
Os01g0182300	2	5	9	10	0	2	2	185
Os01g0182400	62	85	38	48	51	69	6	12
Os01g0182500	70	43	51	43	0	0	0	0
Os01g0182600	48552	54745	50853	58982	4954	5706	10327	6930
Os01g0182700	1	2	5	8	0	0	0	3
Os01g0182832	352	546	398	351	129	70	307	221
Os01g0182900	403	540	479	454	58	70	134	90
Os01g0183000	73	62	62	74	63	93	82	84
Os01g0183100	446	540	603	418	90	182	240	153
Os01g0183300	12	6	13	12	19	28	8	8
Os01g0183400	0	0	1	1	0	0	0	0
Os01g0183500	1	0	0	0	0	0	2	0
Os01g0183600	63	54	41	58	36	65	72	34
Os01g0183633	156	193	113	149	25	42	72	0
Os01g0183800	624	672	734	907	81	75	148	113
Os01g0183850	4	17	2	49	0	0	0	0
Os01g0183950	0	0	0	0	0	0	0	0
Os01g0184000	127	188	176	140	40	41	87	116
Os01g0184050	0	0	0	0	0	0	0	0
Os01g0184100	0	0	0	0	0	0	0	0
Os01g0184200	0	0	0	5	0	2	24	0
Os01g0184500	2157	2817	2631	2131	1232	1215	1950	1125
Os01g0184700	14	8	5	27	0	0	0	0
Os01g0184800	56	81	57	67	1	19	48	79
Os01g0184900	1625	1728	1692	1631	579	446	999	732
Os01g0185000	0	0	0	0	0	0	0	0
Os01g0185100	0	0	5	0	2	0	0	0
Os01g0185200	2415	2696	1986	2092	1060	1691	2695	1484
Os01g0185250	0	0	0	0	0	0	0	0
Os01g0185300	107	220	94	96	51	79	145	171
Os01g0185400	744	785	641	746	134	204	266	185
Os01g0185500	245	196	128	209	0	0	0	2
Os01g0185900	0	0	3	0	0	2	0	48
Os01g0186000	1	4	5	0	0	0	0	0
Os01g0186200	823	744	895	841	73	49	237	212
Os01g0186400	0	0	0	0	0	0	0	0
Os01g0186600	1	0	7	2	0	0	0	0
Os01g0186700	561	641	598	572	288	223	387	419
Os01g0186900	0	17	7	682	1	1552	2337	803
Os01g0186950	0	0	0	0	0	0	0	0
Os01g0187000	31	37	22	25	29	0	8	15
Os01g0187300	0	0	0	0	0	0	0	0
Os01g0187350	0	0	0	0	0	0	4	0
Os01g0187400	1376	1784	1203	1261	684	653	1246	1375
Os01g0187500	469	430	435	425	35	60	0	27
Os01g0187600	0	0	0	0	10	29	41	0
Os01g0187900	412	634	377	402	164	166	337	152
Os01g0188100	172	273	116	81	134	319	188	125
Os01g0188200	200	200	177	198	0	69	0	0
Os01g0188400	281	252	281	212	33	23	44	1
Os01g0188525	0	0	0	0	0	0	0	0
Os01g0188900	5083	4645	4078	3957	51	0	0	0
Os01g0189100	3	2	7	10	0	33	0	0
Os01g0189700	0	0	0	1	0	0	0	0
Os01g0189800	401	432	351	293	57	88	84	27
Os01g0190000	3061	2888	3290	2998	454	375	594	273
Os01g0190300	156	130	317	718	40	160	180	141
Os01g0190400	84	58	41	72	48	45	2	35
Os01g0190500	0	0	3	1	0	0	0	0
Os01g0191000	35	26	9	16	0	0	19	0
Os01g0191100	1118	1625	1690	1260	195	290	369	186
Os01g0191150	0	0	0	0	0	0	0	0
Os01g0191200	11664	7406	11071	13785	3696	4164	5948	3887
Os01g0191300	189	132	128	178	26	71	139	45
Os01g0191400	2	5	2	1	0	0	0	1
Os01g0191500	1181	1472	973	902	508	435	583	226
Os01g0191700	903	728	767	734	522	749	988	920
Os01g0191800	0	3	1	0	3	1	2	1
Os01g0191900	82	120	114	196	25	23	32	0
Os01g0192000	115	173	179	308	0	0	0	0
Os01g0192101	0	0	0	0	0	0	0	0
Os01g0192300	355	339	394	311	330	426	467	453
Os01g0192500	12	5	2	7	0	0	0	0
Os01g0192401	0	0	0	0	0	0	0	0
Os01g0192550	3	4	4	0	0	0	0	0
ENSRNA049471263	0	0	0	0	0	0	0	0
Os01g0192600	52	37	9	51	4	2	4	0
Os01g0192900	1	0	0	1	0	0	0	28
Os01g0193250	0	0	1	0	0	0	0	0
Os01g0193400	9	13	8	5	0	0	0	0
Os01g0193500	0	0	0	0	0	0	0	0
Os01g0193600	167	282	162	114	0	0	0	1
Os01g0193700	0	0	0	0	0	0	0	0
Os01g0193900	305	353	193	169	72	231	163	142
Os01g0194000	89	79	66	63	17	0	24	24
Os01g0194200	8	8	11	9	0	0	0	0
Os01g0194300	176	248	121	144	29	17	43	85
Os01g0194600	200	164	46	77	0	0	0	0
Os01g0195000	65	57	77	93	6	1	8	66
Os01g0195200	8	8	6	13	2	0	3	0
Os01g0195300	2	6	4	7	0	0	15	0
Os01g0195400	1	0	0	2	11	2	0	0
Os01g0195500	727	740	609	609	67	174	101	129
Os01g0195700	0	0	0	0	0	0	0	0
Os01g0195801	0	0	4	0	0	0	2	0
Os01g0196133	0	0	0	0	0	0	0	0
Os01g0196300	3	1	4	6	0	1	0	0
Os01g0196500	113	95	72	92	12	46	0	0
Os01g0196600	123	150	66	91	63	14	27	13
Os01g0196800	5	2	1	7	0	0	0	0
Os01g0197100	2	3	2	2	4	0	0	0
Os01g0197150	0	0	0	0	0	0	0	0
Os01g0197200	583	683	641	605	361	446	376	472
Os01g0197350	90	67	133	134	11	0	0	18
Os01g0197400	285	277	347	351	9	50	21	0
Os01g0197450	40	47	24	19	0	1	2	0
Os01g0197500	32	47	55	36	0	0	0	0
Os01g0197700	0	0	0	1	0	0	0	0
Os01g0197900	8	16	12	10	0	7	1	6
Os01g0198000	32	37	18	27	17	0	6	34
Os01g0198100	20	22	6	5	0	9	0	14
Os01g0198200	813	1044	609	681	76	131	95	52
Os01g0198250	0	0	0	0	0	0	0	0
Os01g0198500	0	0	0	0	4	0	0	0
Os01g0198702	9	11	8	6	0	0	0	0
Os01g0198900	176	80	195	205	14	35	70	0
Os01g0199300	3	0	2	2	0	0	0	0
Os01g0199400	35	46	35	69	13	25	42	64
Os01g0199700	0	4	3	14	0	0	0	0
Os01g0199900	1046	1338	1077	1004	331	285	452	344
Os01g0199950	0	0	0	0	0	0	0	0
Os01g0200000	116	157	111	101	9	4	22	19
Os01g0200150	0	0	0	0	0	0	0	0
Os01g0200200	0	0	0	0	0	0	0	0
Os01g0200300	0	0	0	0	0	0	0	0
Os01g0200350	9	18	4	7	0	0	0	0
Os01g0200400	74	64	45	42	13	94	10	30
Os01g0200500	305	394	232	297	53	33	57	44
Os01g0200600	0	0	0	0	0	0	0	0
Os01g0200700	65256	81356	51371	22136	24097	26723	32887	26565
Os01g0201000	283	359	319	299	33	0	20	29
Os01g0201100	20	30	63	105	0	26	8	30
Os01g0201200	1497	1429	1740	1124	141	220	447	276
Os01g0201250	6	19	7	6	0	0	0	0
Os01g0201275	0	0	0	0	0	0	0	0
Os01g0201400	8	2	2	0	2	0	0	0
Os01g0201500	0	0	0	0	0	0	0	0
Os01g0201600	0	0	0	0	0	0	0	1
Os01g0201700	13	8	17	62	3	7	0	66
Os01g0201800	24	32	44	41	2	0	0	0
Os01g0201850	3	5	4	1	0	0	0	0
Os01g0201900	616	590	808	870	58	64	164	214
Os01g0202500	1298	1154	1154	1470	100	57	141	89
Os01g0202601	0	0	0	8	2	0	0	0
Os01g0202700	9	49	14	7	14	17	14	0
Os01g0202800	2	2	15	11	0	14	2	0
Os01g0203000	456	257	130	286	31	43	66	29
Os01g0203300	80	125	72	47	20	12	9	18
Os01g0203400	27	10	79	73	35	8	72	19
Os01g0203800	57	51	51	55	0	1	10	2
Os01g0203900	0	0	0	0	0	0	0	0
Os01g0204000	202	169	154	98	60	126	123	30
Os01g0205100	277	307	272	283	155	137	268	158
Os01g0205200	474	674	573	392	450	510	432	382
Os01g0205300	94	56	139	210	18	19	118	38
Os01g0205500	1173	1367	1357	1149	430	413	730	625
Os01g0205600	35	36	27	32	0	0	39	39
Os01g0205700	636	599	422	588	105	21	175	23
Os01g0205900	1	2	0	3	0	0	0	0
Os01g0206200	312	344	266	231	63	64	84	18
Os01g0206300	0	0	0	0	0	0	0	0
Os01g0206600	26	41	12	29	0	0	0	0
Os01g0206650	6	6	3	4	0	0	0	0
Os01g0206700	0	0	0	0	0	0	0	0
Os01g0206800	0	0	1	0	0	0	0	0
Os01g0207001	0	0	0	0	0	0	0	0
Os01g0207200	18	40	9	11	6	28	0	0
Os01g0207300	0	0	0	0	0	0	0	3
Os01g0207400	12	54	119	190	40	0	31	38
Os01g0207500	0	0	0	0	0	0	0	0
Os01g0207600	0	0	0	0	0	0	0	0
Os01g0207700	0	0	0	0	0	0	0	0
Os01g0207900	5	2	3	1	1	0	2	0
Os01g0208000	0	0	2	0	0	0	2	0
Os01g0208400	34	18	60	70	0	0	0	3
Os01g0208600	898	946	464	576	630	775	684	780
Os01g0208700	8620	7530	6598	5860	1807	1116	1790	885
Os01g0208800	0	0	0	0	0	0	0	0
Os01g0209000	663	747	657	691	313	154	510	269
Os01g0209150	0	1	1	2	0	0	0	0
Os01g0209200	162	148	145	161	124	85	113	109
Os01g0209400	446	468	377	366	92	19	44	89
Os01g0209500	8	12	7	6	0	16	7	0
Os01g0209566	0	0	0	0	0	0	0	0
Os01g0209700	0	0	0	0	0	0	0	0
Os01g0209750	0	0	0	0	0	0	0	0
Os01g0209800	28	22	10	5	50	36	45	12
Os01g0209901	0	0	0	0	0	0	0	0
Os01g0210200	0	0	0	0	0	0	0	0
Os01g0210300	0	0	0	0	0	2	9	4
Os01g0210400	0	0	0	0	0	0	0	0
Os01g0210500	817	1634	445	355	478	274	258	118
Os01g0210550	0	4	0	7	0	0	0	0
Os01g0210600	1908	1590	2148	1907	151	208	255	177
Os01g0210700	7	6	1	3	0	0	0	0
Os01g0210750	0	0	0	0	0	0	0	0
Os01g0210800	67	56	41	34	0	0	0	56
Os01g0210900	0	1	0	0	0	0	0	0
Os01g0211000	0	0	0	0	0	0	0	0
Os01g0211200	0	0	0	0	0	0	0	0
Os01g0211600	94	58	48	73	19	0	32	33
Os01g0211800	1	1	0	2	2	6	10	2
Os01g0212000	0	0	0	0	0	0	0	0
Os01g0212100	1207	1324	1108	1123	142	49	105	78
Os01g0212400	472	523	385	459	743	599	1535	824
Os01g0212500	0	3	0	0	10	0	0	1
Os01g0212700	0	3	2	2	0	1	0	52
Os01g0212900	0	0	0	0	0	0	0	0
Os01g0213100	0	0	3	1	0	3	0	0
Os01g0213300	0	0	0	0	0	0	2	0
Os01g0213350	0	0	0	0	0	0	0	0
Os01g0213400	20	28	33	125	0	82	122	114
Os01g0213800	0	0	0	0	0	0	0	0
Os01g0214001	0	0	0	2	0	0	0	0
Os01g0214200	448	442	159	191	286	453	242	80
Os01g0214300	360	348	376	433	159	230	226	316
Os01g0214400	675	833	483	463	117	166	176	18
Os01g0214500	16	14	3	17	0	0	0	9
Os01g0214600	43	6	15	100	11	28	0	79
Os01g0214800	100	126	121	137	0	10	0	0
Os01g0214901	0	0	0	0	0	0	0	0
Os01g0215000	0	0	0	0	0	0	0	20
Os01g0215100	0	0	0	0	0	0	0	0
Os01g0215500	0	3	2	0	142	182	32	145
Os01g0215700	0	0	0	0	0	0	0	0
Os01g0215725	0	0	0	0	0	0	0	0
Os01g0215750	0	0	0	0	0	0	0	0
Os01g0216000	0	0	0	0	0	0	0	0
Os01g0216150	0	0	0	0	0	0	0	0
Os01g0216300	0	0	0	1	0	1	0	0
Os01g0216350	0	0	0	0	0	0	0	0
Os01g0216400	1	0	0	1	0	0	0	0
Os01g0216500	0	0	0	0	0	0	0	0
Os01g0216600	0	0	0	0	0	0	0	0
Os01g0216900	1	0	0	0	0	0	0	0
Os01g0217000	5	8	15	42	0	9	0	0
Os01g0217050	0	0	0	0	0	0	0	0
Os01g0217100	1	1	0	2	0	0	0	0
Os01g0217400	0	0	0	0	0	0	0	0
Os01g0217500	21	31	27	53	19	15	0	62
Os01g0217800	279	298	259	381	89	235	162	161
Os01g0218032	3019	3243	2530	3263	725	751	1496	1359
Os01g0218100	42	114	53	49	0	0	48	0
Os01g0218200	1	1	0	0	0	0	0	0
Os01g0218350	0	0	0	0	0	0	0	0
Os01g0218500	43	16	76	209	0	0	0	0
Os01g0218700	1745	1890	1811	1647	562	721	815	539
Os01g0218800	689	876	882	974	268	539	572	430
Os01g0218900	671	560	456	497	149	164	333	90
Os01g0219000	146	153	120	107	43	0	17	24
Os01g0219100	60	56	34	56	47	108	77	58
Os01g0219200	4	18	6	11	0	0	0	2
Os01g0219300	0	0	0	2	0	0	0	0
Os01g0219500	0	0	0	2	0	0	0	0
Os01g0219600	0	0	0	0	0	0	0	0
ENSRNA049471356	0	0	0	0	0	0	0	0
ENSRNA049471305	0	0	0	0	0	0	0	0
Os01g0220100	0	0	0	0	0	0	0	0
Os01g0220150	0	0	0	0	0	0	0	0
Os01g0220200	849	915	764	455	185	52	256	161
Os01g0220300	349	425	240	247	211	226	272	143
Os01g0220400	528	590	468	461	413	427	528	393
Os01g0220500	0	0	0	0	0	0	0	0
Os01g0220700	183	114	132	70	121	69	188	305
Os01g0220801	0	0	0	0	0	0	0	0
Os01g0220900	0	0	0	0	0	0	0	2
Os01g0221000	89	100	212	231	57	56	174	128
Os01g0221100	181	146	322	360	79	57	105	127
Os01g0221300	171	183	149	187	107	138	126	39
Os01g0221400	717	535	567	278	18	15	10	58
Os01g0221500	1452	1494	1534	1187	353	337	748	588
Os01g0221600	145	345	692	225	102	38	1707	1825
Os01g0221700	1768	1909	1647	1694	548	256	383	210
Os01g0221900	262	387	397	328	46	31	94	91
Os01g0222001	0	0	0	2	0	0	0	0
ENSRNA049471314	0	0	0	0	0	0	0	0
ENSRNA049471366	0	0	0	1	0	0	0	0
Os01g0222300	0	0	2	3	0	0	0	0
Os01g0222500	19	16	33	69	0	0	4	14
Os01g0222600	3077	1773	3750	5095	1343	2728	3834	3084
Os01g0222700	172	171	277	443	52	118	35	83
Os01g0222800	22	21	2	5	0	0	0	0
Os01g0222900	45	29	28	62	0	44	23	0
Os01g0223000	131	129	127	119	0	0	5	0
Os01g0223200	343	359	444	572	107	206	106	64
Os01g0223300	0	0	0	0	0	0	0	0
Os01g0223500	12	27	13	16	0	0	0	0
Os01g0223600	345	372	202	254	96	67	20	52
Os01g0223700	1047	1120	736	609	0	3	21	0
Os01g0223800	9	12	3	14	0	0	0	0
Os01g0223900	0	0	1	3	0	0	2	0
Os01g0224000	0	0	0	0	0	0	4	0
Os01g0224100	9	34	21	32	1	0	79	0
Os01g0224166	18	27	27	16	0	22	0	0
Os01g0224200	1	4	1	0	0	0	0	0
Os01g0224300	46	42	29	21	20	0	25	0
Os01g0224400	98	112	70	90	25	23	25	55
Os01g0224500	291	357	331	303	61	43	87	68
Os01g0224700	101	169	76	49	46	14	52	26
Os01g0225000	18	41	9	18	0	30	20	6
Os01g0225100	1379	1359	1185	1198	256	207	318	229
Os01g0225200	398	430	387	394	170	93	90	231
Os01g0225300	514	676	521	532	8	49	175	92
Os01g0225400	110	97	131	124	49	0	12	0
Os01g0225500	0	0	0	0	0	0	0	0
Os01g0225600	0	0	0	0	0	0	0	0
Os01g0225550	0	6	0	0	0	0	0	0
Os01g0225700	0	5	2	2	0	0	0	0
Os01g0226200	0	0	0	0	0	1	0	0
Os01g0226300	81	104	42	62	4	13	15	37
Os01g0226400	0	0	0	0	0	0	0	0
Os01g0226450	0	0	0	0	0	0	0	0
Os01g0226500	235	284	201	183	14	33	38	52
Os01g0226600	206	137	216	56	40	17	46	14
Os01g0226666	0	0	0	0	0	0	0	0
Os01g0226700	0	0	0	0	0	0	0	0
Os01g0227100	10539	10483	7503	7519	2248	2418	3511	2182
Os01g0227200	221	238	166	184	80	0	36	10
Os01g0227250	0	0	0	0	0	0	0	0
Os01g0227300	501	584	376	440	250	232	490	197
Os01g0227350	312	412	440	340	180	95	198	68
Os01g0227400	133	148	148	167	143	43	52	92
Os01g0227500	830	821	811	820	321	180	346	280
Os01g0227700	34	17	20	20	40	9	64	42
Os01g0227800	1170	1327	950	1100	399	341	413	221
Os01g0228300	151	169	94	141	16	16	17	20
Os01g0228400	9	16	3	13	0	0	0	0
Os01g0228450	0	0	0	0	0	0	0	0
Os01g0228500	0	0	1	4	1	0	0	0
Os01g0228600	863	729	769	889	236	111	298	246
Os01g0228800	168	168	188	158	70	124	99	151
Os01g0228901	31	24	13	25	2	0	28	35
Os01g0229000	0	0	0	0	0	0	0	0
Os01g0229100	660	886	512	590	159	117	206	130
Os01g0229200	784	914	509	641	25	71	32	9
Os01g0229250	0	0	0	0	0	0	0	0
Os01g0229300	128	133	76	71	88	63	52	19
Os01g0229400	181	151	130	157	11	0	0	15
Os01g0229500	37	31	52	31	0	0	0	18
Os01g0229600	479	331	87	68	11	43	7	0
Os01g0229700	7	4	1	7	2	0	0	0
Os01g0229800	0	0	0	0	0	0	0	0
Os01g0229900	337	337	351	328	0	33	0	0
Os01g0230200	137	231	118	104	67	38	77	59
Os01g0230700	0	0	0	0	1	1	0	0
Os01g0230800	0	1	3	0	0	0	0	0
Os01g0231000	627	659	418	652	167	206	85	143
Os01g0231500	1203	1504	965	1044	277	238	262	456
Os01g0231600	0	2	1	1	0	0	0	0
Os01g0231700	489	703	505	426	127	53	78	216
Os01g0231800	90	150	91	81	38	39	44	15
Os01g0231900	1409	1464	1313	1478	140	120	137	214
Os01g0232000	58	89	108	118	0	0	58	43
Os01g0231950	0	0	0	0	0	0	0	0
Os01g0232100	27	0	12	80	0	0	2	2
Os01g0232200	0	0	0	0	0	0	2	1
Os01g0232300	2108	2703	2326	1970	945	706	1204	1031
Os01g0232400	650	721	510	599	240	275	203	32
Os01g0232450	0	0	0	0	0	0	0	0
Os01g0232500	352	306	301	354	299	295	229	236
Os01g0232550	0	0	0	0	0	0	0	0
Os01g0232700	2481	2834	2465	1787	1153	1301	1487	742
Os01g0232800	793	778	471	627	119	178	129	79
Os01g0233000	2706	1794	2250	4684	1132	1482	1400	1959
Os01g0233100	6	5	11	12	0	0	0	0
Os01g0233400	0	0	0	0	0	2	0	7
Os01g0233500	14	18	8	22	43	31	10	65
Os01g0233800	2	1	0	0	0	0	0	6
Os01g0233850	0	0	0	0	0	0	0	0
Os01g0233900	24	16	11	22	45	29	0	69
Os01g0234001	19	13	11	12	0	0	0	0
Os01g0234100	19	40	57	41	50	28	10	11
Os01g0234200	0	0	0	0	0	0	0	1
Os01g0234300	60	36	58	55	74	67	73	49
Os01g0234433	2	2	3	3	0	0	0	0
Os01g0234499	0	0	0	0	0	0	0	0
Os01g0234700	35	25	57	47	6	8	72	26
Os01g0234800	192	111	168	186	1	37	0	40
Os01g0234850	0	0	0	0	0	0	0	2
Os01g0234900	308	215	176	267	51	36	73	83
Os01g0235100	173	306	178	88	3	41	0	0
Os01g0235200	88	93	96	120	0	17	13	47
Os01g0235300	93	96	72	131	19	0	37	27
Os01g0235325	0	0	0	0	0	0	0	0
Os01g0235350	95	72	76	126	0	2	24	25
Os01g0235400	452	590	523	507	419	415	634	479
Os01g0235500	0	0	0	0	0	0	0	1
Os01g0235632	0	0	0	0	0	0	0	0
Os01g0235700	0	0	0	0	0	0	0	0
Os01g0235800	704	725	560	579	362	591	484	420
Os01g0235850	0	0	1	0	0	0	0	0
Os01g0235900	4	6	4	4	0	0	0	0
Os01g0236000	26	9	9	15	0	3	22	6
Os01g0236300	272	293	257	273	188	80	333	134
Os01g0236400	25	8	12	9	0	2	10	3
Os01g0236700	1512	1707	2600	2082	303	532	1227	628
Os01g0236800	418	503	333	308	194	307	154	180
Os01g0236900	0	0	0	0	0	0	0	0
Os01g0237000	9	7	16	19	0	1	0	0
Os01g0237100	4573	4546	4844	3996	771	670	1599	1005
Os01g0237200	33	24	41	24	35	0	0	0
Os01g0237366	0	0	0	0	0	0	0	0
Os01g0237400	0	0	0	0	0	2	2	0
Os01g0237500	1	0	22	3	0	0	16	0
Os01g0237750	0	3	19	0	12	0	0	0
Os01g0238200	227	194	250	211	0	0	24	0
Os01g0238287	0	0	0	0	0	0	0	0
Os01g0238375	1	0	1	3	4	0	0	0
Os01g0238500	282	153	1448	1487	0	0	323	108
Os01g0238600	339	317	199	240	44	79	71	0
Os01g0238700	5	6	1	0	0	0	0	0
Os01g0238800	45	40	45	29	0	0	0	0
Os01g0238850	0	0	0	0	0	0	0	0
Os01g0238900	477	555	475	581	279	261	521	543
Os01g0239000	2691	2189	3767	2635	424	181	1010	591
Os01g0239100	284	232	157	114	24	20	23	57
Os01g0239150	0	0	0	0	0	0	0	0
Os01g0239200	2472	2149	2489	2881	96	89	130	76
Os01g0239300	52	38	134	193	0	33	17	29
Os01g0239700	1601	1679	2296	2345	676	642	1537	1415
Os01g0240600	0	0	0	0	0	0	0	0
Os01g0240700	0	0	0	0	0	0	22	0
Os01g0240725	0	0	0	0	0	0	0	0
Os01g0241000	7	13	6	12	0	0	0	1
Os01g0241100	146	189	147	148	21	50	8	14
Os01g0241400	0	0	1	2	0	0	0	0
Os01g0242200	0	3	4	0	0	1	0	1
Os01g0242300	122	108	93	95	12	33	30	40
Os01g0242400	1	0	1	0	0	0	4	0
Os01g0242500	148	148	122	130	12	41	34	26
Os01g0242600	451	396	300	384	167	119	136	55
Os01g0242800	43	23	16	8	0	0	0	0
Os01g0242900	160	214	104	140	81	24	25	66
Os01g0243000	38	44	24	49	35	43	15	23
Os01g0243100	222	140	157	218	0	16	18	20
Os01g0243200	226	226	239	184	37	40	61	78
Os01g0243300	0	4	0	0	0	0	0	0
Os01g0243400	79	42	36	83	2	0	0	10
Os01g0243600	2	0	1	0	0	0	0	0
Os01g0243700	0	1	1	0	0	2	91	35
Os01g0243800	0	2	4	1	0	0	0	1
Os01g0243901	0	0	1	0	0	0	0	1
Os01g0244000	0	0	0	1	0	0	0	0
Os01g0244150	0	0	0	0	1	1	2	0
Os01g0244400	0	0	0	0	0	0	0	0
Os01g0245000	0	0	0	0	0	0	0	0
Os01g0245532	0	0	0	0	5	8	0	5
Os01g0245600	1	5	0	0	0	0	0	0
Os01g0245700	0	0	0	0	0	0	0	0
Os01g0245901	0	0	0	0	0	0	0	0
Os01g0246100	1517	1698	1343	1486	210	365	885	623
Os01g0246200	0	0	0	0	7	0	12	0
Os01g0246400	5	98	4	2	0	14	0	0
Os01g0246500	101	147	74	83	12	0	0	1
Os01g0246601	0	1	2	0	4	14	4	3
Os01g0246700	653	873	472	400	123	381	804	277
Os01g0247500	129	148	78	92	15	62	0	20
Os01g0247550	0	0	0	0	0	0	0	0
Os01g0247600	0	0	0	0	0	0	0	0
Os01g0247700	0	0	4	0	0	0	4	1
Os01g0247900	0	0	0	1	0	0	8	0
Os01g0248000	0	0	0	0	0	0	0	0
Os01g0248300	2	0	0	11	0	0	0	0
